UpdateTime,UpdateInterval,AuthorityCode,ETagPairID,StartETagStatus,EndETagStatus,VehicleType,TravelTime,StandardDeviation,SpaceMeanSpeed,VehicleCount,StartTime,EndTime,DataCollectTime,vd_avg_Speed,vd_avg_Occupancy,vd_avg_Volume,vd_avg_VSpeed,vd_LaneID,vd_week_day,rain,temp
2025-05-23T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,31,94,0,97,44,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,107.5,3,6,106.5,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,31,94,0,97,44,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,102.5,3.5,7,102,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,31,94,0,97,44,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,92,1,2,91,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,32,94,0,97,7,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,107.5,3,6,106.5,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,32,94,0,97,7,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,102.5,3.5,7,102,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0200N-01H0174N,0,0,32,94,0,97,7,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,92,1,2,91,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,31,28,0,100,62,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,92,5,5,91,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,31,28,0,100,62,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,95,6,8,94,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,32,28,0,100,12,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,92,5,5,91,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0208N-01H0200N,0,0,32,28,0,100,12,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,95,6,8,94,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,31,221,0,100,61,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,108.625,3.125,4.875,107.75,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,31,221,0,100,61,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,95.625,5,7.375,94.875,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,31,221,0,100,61,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,98.3333333333333,4.33333333333333,7,97.3333333333333,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,32,224,0,100,10,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,108.625,3.125,4.875,107.75,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,32,224,0,100,10,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,95.625,5,7.375,94.875,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,32,224,0,100,10,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,98.3333333333333,4.33333333333333,7,97.3333333333333,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,41,253,0,86,1,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,99,8,1,98,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,41,253,0,86,1,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,93,6,1,90,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,42,241,0,93,1,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,99,8,1,98,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0271N-01H0208N,0,0,42,241,0,93,1,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,93,6,1,90,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,31,359,0,97,40,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,102.818181818182,3,4.81818181818182,101.818181818182,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,31,359,0,97,40,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,98.9,4.3,6.1,97.9,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,31,359,0,97,40,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,98.75,3.5,5,97.75,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,32,381,0,91,10,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,102.818181818182,3,4.81818181818182,101.818181818182,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,32,381,0,91,10,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,98.9,4.3,6.1,97.9,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0206S-01H0305S,0,0,32,381,0,91,10,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,98.75,3.5,5,97.75,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,31,102,0,100,16,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,87.6666666666667,2,3.66666666666667,86.6666666666667,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,31,102,0,100,16,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,91.3333333333333,4,6.66666666666667,90,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,31,102,0,100,16,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,99,6,8,98,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,31,102,0,100,16,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,99,1,2,98,3,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,32,102,0,100,3,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,87.6666666666667,2,3.66666666666667,86.6666666666667,0,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,32,102,0,100,3,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,91.3333333333333,4,6.66666666666667,90,1,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,32,102,0,100,3,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,99,6,8,98,2,6,0,26
2025-05-23T16:25:00Z,300,NFB,01H0305S-01H0334S,0,0,32,102,0,100,3,2025-05-23T16:05:00Z,2025-05-23T16:10:00Z,2025-05-23T16:10:00Z,99,1,2,98,3,6,0,26
2025-05-23T16:35:00Z,300,NFB,01H0200N-01H0174N,0,0,31,95,0,97,29,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,110.5,1.5,4,109.5,0,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0200N-01H0174N,0,0,31,95,0,97,29,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,118.5,1.5,3,117.5,1,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0200N-01H0174N,0,0,31,95,0,97,29,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,101,2,7,100,2,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0200N-01H0174N,0,0,32,105,0,88,8,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,110.5,1.5,4,109.5,0,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0200N-01H0174N,0,0,32,105,0,88,8,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,118.5,1.5,3,117.5,1,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0200N-01H0174N,0,0,32,105,0,88,8,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,101,2,7,100,2,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0208N-01H0200N,0,0,31,27,0,104,49,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,102,7,7,101,0,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0208N-01H0200N,0,0,31,27,0,104,49,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,98,4,6,97,1,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0208N-01H0200N,0,0,32,28,0,100,14,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,102,7,7,101,0,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0208N-01H0200N,0,0,32,28,0,100,14,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,98,4,6,97,1,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,31,215,0,104,58,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,111.5,3.75,6.5,110.875,0,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,31,215,0,104,58,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,98.75,4.875,7.625,97.75,1,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,31,215,0,104,58,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,94,3.33333333333333,6,93,2,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,32,221,0,100,15,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,111.5,3.75,6.5,110.875,0,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,32,221,0,100,15,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,98.75,4.875,7.625,97.75,1,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,32,221,0,100,15,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,94,3.33333333333333,6,93,2,6,0,25.95
2025-05-23T16:35:00Z,300,NFB,01H0271N-01H0208N,0,0,42,210,0,108,1,2025-05-23T16:10:00Z,2025-05-23T16:15:00Z,2025-05-23T16:15:00Z,119,1,1,107,0,6,0,25.95
